,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-09-18,221.059998,222.850006,219.440002,222.770004,222.103195,25340000
1,2019-09-19,222.009995,223.759995,220.369995,220.960007,220.298615,22060600
2,2019-09-20,221.380005,222.559998,217.470001,217.729996,217.078262,55413100
3,2019-09-23,218.949997,219.839996,217.649994,218.720001,218.065308,19165500
4,2019-09-24,221.029999,222.490005,217.190002,217.679993,217.028412,31190800
5,2019-09-25,218.550003,221.500000,217.139999,221.029999,220.368393,21903400
6,2019-09-26,220.000000,220.940002,218.830002,219.889999,219.231812,18833500
7,2019-09-27,220.539993,220.960007,217.279999,218.820007,218.165024,25352000
8,2019-09-30,220.899994,224.580002,220.789993,223.970001,223.299591,25977400
