,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-09-18,167.610001,168.050003,165.250000,167.440002,166.002838,2096700
1,2019-09-19,167.389999,168.809998,166.910004,167.070007,165.636017,1623000
2,2019-09-20,167.429993,169.169998,166.479996,166.759995,165.328659,3698900
3,2019-09-23,165.490005,167.429993,164.500000,166.759995,165.328659,1938600
4,2019-09-24,167.050003,167.550003,164.160004,164.740005,163.326004,2986800
5,2019-09-25,164.759995,164.979996,163.690002,164.000000,162.592361,2758200
6,2019-09-26,164.000000,164.410004,162.800003,163.830002,162.423813,2763300
7,2019-09-27,164.479996,165.639999,163.520004,164.529999,163.117813,2870300
8,2019-09-30,165.210007,165.570007,163.940002,164.399994,162.988922,2508500
