,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-09-18,383.250000,386.739990,379.799988,386.410004,384.168060,4186400
1,2019-09-19,386.140015,388.519989,382.899994,384.440002,382.209503,2928800
2,2019-09-20,384.109985,384.730011,377.920013,379.390015,377.188812,6643000
3,2019-09-23,376.609985,380.100006,374.420013,377.029999,374.842468,2674900
4,2019-09-24,379.540009,381.890015,375.309998,381.649994,379.435669,3533300
5,2019-09-25,384.910004,391.000000,383.100006,386.200012,383.959290,4705500
6,2019-09-26,387.100006,388.230011,383.329987,386.890015,384.645294,2520400
7,2019-09-27,388.190002,389.690002,381.309998,382.859985,380.638641,2730800
8,2019-09-30,383.000000,383.769989,376.690002,380.470001,378.262512,3183300
